state,title,description,tag1,tag2,tag3,tag4,tag5,tag6,Category,gender,caste,ministry,disabilityPercentage,BPL,eligibility,gov_emp,emp_status,student,occupation,appMode,docReq,FAQs,benefits,DBT,benefit_type,marital_status,differently_abled
Puducherry,"""Monthly Grant To Old Crafts Persons (Pension)"" Component of the ""Development of Handicrafts"" Scheme","""Monthly Grant To Old Crafts Persons (Pension)” by the Department of Industries and Commerce, Union Territory of Puducherry, aims to provide pensions to artisans in their old age, recognizing their contribution to traditional crafts. Eligible craftspersons receive a monthly grant of ₹2,000/-.",Pension,Senior Citizen,Handicraft,Death,,,socialWelfare,all,GEN,all,0,yes,"Applicable for individuals working in unorganized sectors such as farming, fishing, or small-scale industries; Applicants must fall within the specified age group mentioned in the scheme guidelines; A valid identity card, income proof, and proof of occupation must be submitted; Applicants must not be covered under another government-funded pension or insurance scheme; In case of disability insurance, a government-certified disability certificate is mandatory.",no,emp,no,Unemployed,online,Aadhaar Card; Voter ID; Income Certificate; Death Certificate; FIR Copy,,1000,yes,inkind,any,no
Puducherry,"""Outstanding SC/ST Entrepreneur"" under “Motivation of Entrepreneurs to Start Industries and Fiscal Assistance to Industries - State Awards to Micro, Small and Medium Enterprises”","""Outstanding SC/ST Entrepreneur"" under “Motivation of Entrepreneurs to Start Industries and Fiscal Assistance to Industries - State Awards to Micro, Small and Medium Enterprises” is a scheme by the Industries and Commerce Dept, UT of Puducherry, formulated to award the best SC/ST entrepreneurs.",Scheduled Caste,Scheduled Tribe,Entrepreneur,Business,Industry,MSME,socialWelfare,all,GEN,all,0,no,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",any,selfEmp,no,Entrepreneur,offline,Aadhaar Card; Voter ID; Caste Certificate,,5000,no,inkind,any,no
Madhya Pradesh,6 Varsh Se Adhik Aayu Ke Bahuviklang Aur Mansik Roop Se Aviksit Nisaktjan Ke Liye Sahayata Anudan Yojana,The objective of the scheme is M.P. To assist multiple handicapped and mentally underdeveloped persons above the age of six years who are unable to earn a living.,Empowerment,Social Welfare,Disabled,Mentally Underdeveloped,Financial,,socialWelfare,all,GEN,all,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",any,selfEmp,yes,Any,online,Aadhaar Card; Voter ID,,5000,no,both,single,no
Tripura,60% and above Disability Allowances,"""60% and Disability Allowance"" is a pension scheme by the Directorate of Social Welfare and Social Education, Govt of Tripura. The scheme aims to provide financial assistance in the form of a monthly pension of ₹2,000/- to differently-abled persons with a disability of 60% and above.",Pension,Disability,PwD,Social Welfare,Allowance,,socialWelfare,all,GEN,Health,83,yes,"Only individuals with a certified disability (40% or above) issued by a government medical board are eligible; Applicants must provide disability documents along with proof of residence; Income restrictions may apply depending on the scheme type; The scheme may offer financial aid, assistive devices, or vocational training for disabled individuals; Those already receiving disability pensions or benefits from another government program may not qualify.",no,emp,no,Unemployed,onlineViaCSC,Aadhaar Card; Voter ID; Income Certificate; Disability Certificate,,1000,yes,inkind,any,yes
Jammu and Kashmir,AASRA Scheme,"The scheme “AASRA Scheme” was launched by the Department of Social Welfare, Government of Jammu & Kashmir in 2015 to provide Social Security cover to widows, Destitute, Below Poverty Line families and Breadwinners of such families whose annual income is less than ₹75000/-.",Insurance,Social Welfare,Social Security,Widow,Destitute,Below Poverty Line,socialWelfare,all,GEN,Finance,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",any,any,yes,Any,offline,Aadhaar Card; Voter ID; Bank Passbook; Caste Certificate,,75000,yes,cash,any,no
Ministry of Education,AICTE – Saksham Scholarship Scheme For Specially-Abled Student (Diploma),"Saksham is a Scholarship Scheme by the Ministry of Education, implemented by AICTE, aimed at providing encouragement and support to specially-abled children to pursue technical education. This is an attempt to give every young specially-abled student the opportunity to study further.",Scholarship,PwD,,,,,socialWelfare,all,GEN,all,0,any,"Eligible students must be enrolled in a recognized school, college, or vocational training institute; Minimum academic performance criteria may apply, as specified in the scheme; Proof of enrollment and income certificate of parents/guardians are mandatory; Students receiving another scholarship for the same academic year are not eligible; Preference will be given to students from economically weaker sections and first-generation learners.",yes,emp,yes,Student,online,Aadhaar Card; Voter ID; School/College ID; Previous Year Marks Card; Caste Certificate,,10000,no,both,any,no
Ministry of Education,AICTE-LILAVATI AWARD,AICTE-LILAVATI AWARD intends to recognize efforts being made by AICTE-approved institutions to treat women with ‘equality and fairness’ in all spheres of their lives.,Women Empowerment,Financial Assistance,AICTE,,,,socialWelfare,all,GEN,all,0,yes,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",no,any,no,Unemployed,onlineViaCSC,Aadhaar Card; Voter ID; Income Certificate; Caste Certificate,,5000,yes,cash,married,no
Puducherry,ARAVANAIPPU,"""ARAVANAIPPU"", a scheme by the Dept of Women and Child Development, Govt of Puducherry aims to improve the status of the girl child and provide nutritious food; financial assistance of ₹1200 is offered to lactating mothers. The girl child of the applicant should be born after 1-4-2005.",Mother,Child,Girl,Nutrition,Financial Assistance,,socialWelfare,all,GEN,all,0,yes,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",no,any,yes,Unemployed,online,Aadhaar Card; Voter ID; Income Certificate; Caste Certificate,,2005,no,cash,any,no
Madhya Pradesh,Aahar Anudan Yojana,"The scheme ""Aahar Anudan Yojana"" provides monthly assistance of ₹1,000 to students, girls, and women from backward tribes like Baiga, Bharia, and Saharia. The scheme aims to combat malnutrition among special tribal families by ensuring access to nutritious food through financial assistance.",Women,Food,Financial Assistance,Child Care,Meal,Nutrition,socialWelfare,all,ST,Food Processing,0,yes,"Open to women entrepreneurs, self-help group members, widows, or single mothers; Applicants must provide income proof or a business plan in case of entrepreneurship schemes; Only state residents are eligible; Special preference will be given to women from economically weaker backgrounds and victims of domestic violence; Applicants availing similar benefits under another government initiative will not be considered.",no,any,yes,Unemployed,online,Aadhaar Card; Voter ID; Income Certificate; Caste Certificate; Ration Card,,1000,no,inkind,married,no
Ministry Of Labour and Employment,Aam Aadmi Bima Yojana,"The Aam Aadmi Bima Yojana (AABY) is a social security scheme for rural landless households implemented by the Ministry of Labour & Employment, Government of India. The scheme provides insurance coverage to the head of the household or an earning member of the family in the age group of 18 to 59.",Bima,Insurance,Labour Welfare,DBT,Incentive,,socialWelfare,all,GEN,Finance,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",any,any,yes,Any,onlineViaCSC,Aadhaar Card; Voter ID; Bank Passbook,,5000,yes,cash,any,no
Maharashtra,Aam Aadmi Bima Yojana (Maharashtra),"The ""Aam Aadmi Bima Yojana"" scheme is implemented by the Social Justice & Special Assistance Department, Government of Maharashtra. This Centrally Sponsored Scheme is aimed at providing insurance and scholarship benefits to landless labourers in rural areas, aged 18 to 59 years.",Insurance,Scholarship,Accident,Disability,Student,,socialWelfare,all,GEN,Finance,80,any,"Only individuals with a certified disability (40% or above) issued by a government medical board are eligible; Applicants must provide disability documents along with proof of residence; Income restrictions may apply depending on the scheme type; The scheme may offer financial aid, assistive devices, or vocational training for disabled individuals; Those already receiving disability pensions or benefits from another government program may not qualify.",any,any,yes,Student,offline,Aadhaar Card; Voter ID; Bank Passbook; School/College ID; Previous Year Marks Card; Disability Certificate; Caste Certificate,,10000,no,inkind,any,yes
Haryana,Aapki Beti Hamari Beti,"The scheme “Aapki Beti Hamari Beti” was launched by the Department of Women and Child Development, Government of Haryana on 24th August 2015.",Beti,Girl Child,Investment,LIC,Financial Assistance,Grant,socialWelfare,all,GEN,all,0,yes,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",no,any,yes,Unemployed,onlineViaCSC,Aadhaar Card; Voter ID; Income Certificate; Caste Certificate,,2015,yes,inkind,single,no
Jharkhand,"Adivasi Sanskriti Evam Kala Kendra/Majhi Bhavan, Manki Munda Bhavan, Parha Bhavan, Pargana Bhavan, Dumkuria Bhavan Evam Gosade Nirman Tatha Majhi Than Shed Nirman Yojana","The ""Adivasi Sanskriti Evam Kala Kendra/Majhi Bhavan, Manki Munda Bhavan, Parha Bhavan, Pargana Bhavan, Dumkuria Bhavan Evam Gosade Nirman Tatha Majhi Than Shed Nirman Yojana"" by the Welfare Department, Jharkhand, aims to preserve & develop tribal culture & traditions by providing essential cultural",Financial Assistance,Tribal Culture,Traditions,Development,,,sports,all,ST,Culture,0,yes,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",no,any,yes,Unemployed,offline,Aadhaar Card; Voter ID; Income Certificate; Caste Certificate,,5000,yes,both,married,no
Tamil Nadu,Assistance for Purchase of Spectacles - Folk Artists,"The ""Assistance for Purchase of Spectacles"" scheme was launched by the Art and Culture Department, Government of Tamil Nadu. Under this scheme, the Tamil Nadu Folk Artiste's Welfare Board provides financial assistance for the purchase of spectacles to registered folk artists.",Spectacles,Artist,Financial Assistance,,,,sports,all,GEN,all,0,yes,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",no,any,no,Unemployed,onlineViaCSC,Aadhaar Card; Voter ID; Income Certificate; Caste Certificate,,1000,no,cash,single,no
Ministry Of Culture,Award Of Scholarships To Young Artists In Different Cultural Fields,"The scheme “Award of Scholarships to Young Artists in Different Cultural Fields” was launched by the Ministry of Culture, Government of India.",Scholarship,Young Artists,Culture,Advanced Training,Music,,sports,all,GEN,Culture,0,any,"Eligible students must be enrolled in a recognized school, college, or vocational training institute; Minimum academic performance criteria may apply, as specified in the scheme; Proof of enrollment and income certificate of parents/guardians are mandatory; Students receiving another scholarship for the same academic year are not eligible; Preference will be given to students from economically weaker sections and first-generation learners.",any,selfEmp,yes,Student,onlineViaCSC,School/College ID; Previous Year Marks Card; Caste Certificate,,10000,yes,cash,single,no
Puducherry,Award of Puduvai Kalaimamani,"The ""Award of Puduvai Kalaimamani"" scheme was launched by the Arts and Culture Department, Puducherry. The scheme aims to provide prizes and awards to artists or authors/writers in the fields of Literature, Music, Dance, Drama, Painting and Sculpture, and Folk arts.",Artists,Financial Assistance,Drama,Music,Author,,sports,all,GEN,all,0,yes,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",no,any,yes,Unemployed,onlineViaCSC,Aadhaar Card; Voter ID; Income Certificate; Caste Certificate,,5000,yes,cash,single,no
Puducherry,"Awarding of Tamil Mamani, Telugu Ratna and Malayala Ratna","The Arts and Culture Department of Puducherry launched the ""Awarding of Tamil Mamani, Telugu Ratna and Malayala Ratna"" scheme with the aims to provide a cash award to the author/writer who have published books.",Financial Assistance,Award,Senior Citizen,Research,Books,,sports,all,GEN,all,0,yes,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",no,any,yes,Unemployed,offline,Aadhaar Card; Voter ID; Income Certificate; Caste Certificate,,5000,no,both,any,no
Odisha,Biju Patnaik Sports Award for Best Contribution to promotion of Sports and Games,"The award is given the individuals who have substantially contributed in various ways such as Sports Administration & sports Support Staff (other than Coaches) and also to organizations that have substantially contributed by recruiting sportspersons, providing financial support to sportspersons etc.",Promotion Of Sports,Award,Promotion Of Games,,,,sports,all,GEN,all,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",any,any,no,Any,offline,Aadhaar Card; Voter ID; Income Certificate,,5000,yes,cash,single,no
Odisha,Biju Patnaik Sports Award for Excellence in Coaching,The award is given to the coaches who have devoted their career to imparting Coaching in any of the major sports disciplines and have coached Sportspersons achieving excellence at National and International levels.,Sports Award,Coaching,Coach,Games,,,sports,all,GEN,all,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",no,emp,yes,Any,onlineViaCSC,Aadhaar Card; Voter ID; Income Certificate,,5000,no,both,married,no
Odisha,Biju Patnaik Sports Award for Excellence in Sports Journalism,The award is given to the journalists who have done significant work in the sphere of journalism for the promotion and popularization of sports and games as well as fighting for the causes of sports and sportspersons in the State of Odisha.,Sports,Journalism,Award,,,,sports,all,GEN,all,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",yes,selfEmp,yes,Any,onlineViaCSC,Aadhaar Card; Voter ID; Income Certificate,,5000,no,inkind,any,no
Odisha,Biju Patnaik Sports Award for Lifetime Achievement in Promotion of Sports & Games,The award is given to the sportspersons who have not only good performances at National and International levels but also have continued to contribute to the promotion of sports and games in his/her individual capacity even after retirement from an active sporting career.,Sports Award,Lifetime Achievement,Promotion Of Sports,Promotion Of Games,Sportsperson,,sports,all,GEN,all,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",no,any,yes,Any,offline,Aadhaar Card; Voter ID; Income Certificate,,5000,no,cash,any,no
Odisha,Biju Patnaik Sports Award for Outstanding Performance in Sports and Games for the Year,The award is given to the sportspersons of Odisha who have achieved outstanding performance in any of the recognized sports during the year making the State of Odisha and India proud.,Sports Award,Games,Sportsperson,,,,sports,all,GEN,all,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",any,any,yes,Any,onlineViaCSC,Aadhaar Card; Voter ID; Income Certificate,,5000,no,cash,married,no
Ministry Of Textiles,Bima Yojana - Direct Benefit to Artisan,"Launched on 15th August 2022, the scheme ""Bima Yojana - Direct Benefit to Artisan (BYDBTA)"" is a Social Welfare Scheme by the Ministry of Textiles, Government of India.",Artisans,Insurance,Handicrafts,Financial Assistance,,,sports,all,GEN,Finance,0,yes,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",no,any,no,Unemployed,online,Aadhaar Card; Voter ID; Income Certificate; Bank Passbook; Caste Certificate,,2022,no,inkind,married,no
Uttar Pradesh,Chetan Chauhan Labor Sports Promotion Scheme,The Chetan Chauhan Shramik Krida Protsahan Yojana (CCSKPY) is a scheme launched by the Uttar Pradesh government in 2022 to provide financial assistance to the children of construction workers for participating in sports,Financial Assistance,Sport,Subsidy,,,,sports,all,GEN,Finance,0,yes,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",no,any,yes,Unemployed,onlineViaCSC,Aadhaar Card; Voter ID; Income Certificate; Caste Certificate,,2022,yes,cash,single,no
Manipur,Chief Ministergi Artistesinggi Tengbang (CMAT) - Scheme For Award To Distinguished Artistes,"The scheme ""CMAT - Scheme for Award to Distinguished Artistes"" is a scheme by the Dept. of Art & Culture, Govt. of Manipur, to encourage and felicitate the artistes (in the field of culture) belonging to different fields for their achievements such as winning National Awards namely Padma Award, etc.",Artist,Award,Financial Assistance,,,,sports,all,GEN,all,0,yes,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",no,any,no,Unemployed,onlineViaCSC,Aadhaar Card; Voter ID; Income Certificate; Caste Certificate,,5000,yes,both,single,no
Manipur,Chief Ministergi Artistesinggi Tengbang (CMAT) – Artiste’s Pension,"The scheme ""Chief Ministergi Artistesinggi Tengbang (CMAT) – Artiste’s Pension"" by the Dept. of Art and Culture, Govt. of Manipur provides a monthly pension of up to ₹ 4,000/- to the aged reputed artists who have contributed to making the tradition, culture, and art forms of Manipur more vibrant.",Artist,Pension,Financial Assistance,Manipur,Culture,,sports,all,GEN,Culture,0,yes,"Applicable for individuals working in unorganized sectors such as farming, fishing, or small-scale industries; Applicants must fall within the specified age group mentioned in the scheme guidelines; A valid identity card, income proof, and proof of occupation must be submitted; Applicants must not be covered under another government-funded pension or insurance scheme; In case of disability insurance, a government-certified disability certificate is mandatory.",no,emp,yes,Unemployed,onlineViaCSC,Aadhaar Card; Voter ID; Income Certificate; Caste Certificate,,1000,no,both,married,no
Manipur,Chief Ministergi Artistesinggi Tengbang (CMAT) – Scheme Of Festival Assistance For Participating In International & National Festival,"Through the scheme ""Chief Ministergi Artistesinggi Tengbang (CMAT)-Scheme of Festival Assistance for Participating in International & National Festival"", the artists will be extended a sum of financial assistance to meet their travel costs and journey costs to participate in International Festivals.",Culture,Artist,Financial Assistance,,,,sports,all,GEN,Culture,0,yes,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",no,any,no,Unemployed,onlineViaCSC,Aadhaar Card; Voter ID; Income Certificate; Caste Certificate,,1000,yes,inkind,married,no
Manipur,Chief Ministergi Artistesinggi Tengbang (CMAT): Support For Purchase Of Instruments / Equipment,"The scheme ""CMAT: Support for Purchase of Instruments / Equipment"" aims to support many talented students and budding artistes, who are economically well but in need of instruments/equipment for their learning and performance purpose to help them groom towards professionalism.",Artist,Financial Assistance,Culture,Student,,,sports,all,GEN,Culture,0,yes,"Eligible applicants must be farmers, fishermen, or self-employed individuals requiring financial aid for equipment purchase; Applicants must provide a detailed proposal explaining the necessity and usage of the equipment; Proof of professional engagement, such as a farmer registration card or business license, is required; Only residents of the state can apply; Applicants must not have received subsidies for similar equipment under government schemes in the past three years.",no,any,yes,Student,online,Aadhaar Card; Voter ID; Income Certificate; School/College ID; Previous Year Marks Card; Caste Certificate,,5000,no,inkind,married,no
Manipur,Chief Ministergi Artistessingi Tengbang - Assistance To The Cultural Group For Training With New Production,"""CMAT - Assistance to the Cultural Group for Training with New Production"" by the Dept. of Art and Culture, Govt. of Manipur aims at providing financial assistance to registered cultural groups that have been relentlessly working on providing training to the younger generation with new products.",Artist,Training,Workshop,,,,sports,all,GEN,all,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",no,selfEmp,no,Any,offline,Caste Certificate,,1000,yes,inkind,any,no
Tamil Nadu,Concession in Railway Travel,"The scheme ""Concession in Railway Travel"" was launched by the Dept. of Art & Culture, Tamil Nadu. Under the scheme, individual artists and troupes are allowed to travel in the train on concession by the Railways. A concession certificate will be issued by Mandram.",Artist,Travel,Railway,Culture,,,sports,all,GEN,Culture,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",yes,selfEmp,yes,Any,online,Caste Certificate,,5000,no,both,married,no
Ministry Of Culture,Cultural Function And Production Grant Scheme,"The scheme “Cultural Function and Production Grant Scheme” was launched by the Ministry of Culture, Government of India.",Cultural Function,Cultural Production,Financial Assistance,Grant,NGO,,sports,all,GEN,all,0,yes,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",no,any,yes,Unemployed,onlineViaCSC,Aadhaar Card; Voter ID; Income Certificate; Caste Certificate,,5000,yes,inkind,any,no
Goa,D. D. Kosambi Research Fellowship Scheme,"The scheme ""Goa State Best Library and Best Librarian Award"" has been designed by the Directorate of Art and Culture, Government of Goa to encourage Goan Scholars to undertake research in the field of Goan history, culture, arts, social studies etc. Three fellowships shall be awarded.",Fellowship,Education,Research,Arts,Social Studies,,sports,all,GEN,all,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",any,any,yes,Student,offline,School/College ID; Previous Year Marks Card; Caste Certificate,,5000,yes,both,single,no
Rajasthan,Indira Mahila Shakti Udyam Protsahan Yojana,This scheme launched by the Rajasthan government to empower women by providing them with loans and other financial assistance to start or expand their businesses,Women,Empowerment,Development,Motivaction,,,womenChild,female,GEN,all,0,any,"Open to women entrepreneurs, self-help group members, widows, or single mothers; Applicants must provide income proof or a business plan in case of entrepreneurship schemes; Only state residents are eligible; Special preference will be given to women from economically weaker backgrounds and victims of domestic violence; Applicants availing similar benefits under another government initiative will not be considered.",any,emp,no,Any,offline,Aadhaar Card; Voter ID; Income Certificate,,1000,yes,both,any,no
Puducherry,ARAVANAIPPU,"""ARAVANAIPPU"", a scheme by the Dept of Women and Child Development, Govt of Puducherry aims to improve the status of the girl child and provide nutritious food; financial assistance of ₹1200 is offered to lactating mothers. The girl child of the applicant should be born after 1-4-2005.",Mother,Child,Girl,Nutrition,Financial Assistance,,womenChild,female,GEN,all,0,yes,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",no,any,yes,Unemployed,onlineViaCSC,Aadhaar Card; Voter ID; Income Certificate; Caste Certificate,,2005,yes,inkind,single,no
Kerala,Abhayakiranam Scheme-Financial Assistance To Destitute Widows,"The scheme “Abhayakiranam Scheme-Financial Assistance to Destitute Widows” was launched by the Department of Social Justice, Government of Kerala to provide a safe and better living environment to destitute and homeless widows.",Widow,Destitute,Financial Assistance,Homeless,Relative,,womenChild,female,GEN,all,0,yes,"Open to women entrepreneurs, self-help group members, widows, or single mothers; Applicants must provide income proof or a business plan in case of entrepreneurship schemes; Only state residents are eligible; Special preference will be given to women from economically weaker backgrounds and victims of domestic violence; Applicants availing similar benefits under another government initiative will not be considered.",no,any,no,Unemployed,offline,Aadhaar Card; Voter ID; Income Certificate; Caste Certificate,,1000,no,inkind,single,no
Haryana,Additional Pension to Widow of Ex-Serviceman having Children,"The scheme is implemented by the Sainik and Ardh Sainik Welfare Department, Government of Haryana. Under the scheme, an additional amount, in addition to the pension, is provided to the widow of an ex-serviceman who dies while in service but not in any battle.",Additional Pension,Widow,Ex-Serviceman,Sainik,,,womenChild,female,GEN,all,0,yes,"Applicable for individuals working in unorganized sectors such as farming, fishing, or small-scale industries; Applicants must fall within the specified age group mentioned in the scheme guidelines; A valid identity card, income proof, and proof of occupation must be submitted; Applicants must not be covered under another government-funded pension or insurance scheme; In case of disability insurance, a government-certified disability certificate is mandatory.",no,emp,no,Unemployed,offline,Aadhaar Card; Voter ID; Income Certificate,,1000,no,inkind,married,no
Haryana,Additional Pension to Widow of Ex-Serviceman having No Child,"Under the scheme, an additional amount of ₹100/- per month, in addition to the pension amount, is provided to the widow of an ex-serviceman who dies while in service but not in any battle.",Widow,Additional Pension,Ex-Serviceman,Sainik,,,womenChild,female,GEN,all,0,yes,"Applicable for individuals working in unorganized sectors such as farming, fishing, or small-scale industries; Applicants must fall within the specified age group mentioned in the scheme guidelines; A valid identity card, income proof, and proof of occupation must be submitted; Applicants must not be covered under another government-funded pension or insurance scheme; In case of disability insurance, a government-certified disability certificate is mandatory.",no,emp,no,Unemployed,offline,Aadhaar Card; Voter ID; Income Certificate,,1000,no,inkind,single,no
Bihar,Alpsankhyak Muslim Parityaqta/Talaqshuda Mahila Sahayata Yojana,"The objective of this scheme is to strengthen the economic condition of minority Muslim abandoned/divorced women and make them self-dependent by providing financial assistance of ₹25,000/-.",Minority,Muslim Mahila,Abandoned Woman,Divorced Woman,Financial Assistance,,womenChild,female,GEN,Minority Affairs,0,yes,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",no,any,no,Unemployed,onlineViaCSC,Aadhaar Card; Voter ID; Income Certificate; Caste Certificate,,1000,no,cash,married,no
Tamil Nadu,Annai Teresa Ninaivu Marriage Assistance Scheme for Orphan Girls-I,"""Annai Teresa Ninaivu Marriage Assistance Scheme for Orphan Girls-I"" was launched by the Social Welfare and Women Empowerment Dept, Govt of Tamil Nadu. The scheme provides financial assistance to the orphan girls for their marriage. The bride should be 18 years or older during her marriage.",Orphan,Girl,Marriage,Gold,,,womenChild,female,GEN,all,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",no,selfEmp,no,Any,offline,Aadhaar Card; Voter ID; Income Certificate,,1000,yes,cash,single,no
Tamil Nadu,Annai Teresa Ninaivu Marriage Assistance Scheme for Orphan Girls-II,"""Annai Teresa Ninaivu Marriage Assistance Scheme for Orphan Girls-I"" was launched by the Social Welfare and Women Empowerment Dept, Govt of Tamil Nadu. The scheme provides financial assistance to the orphan girls for their marriage. The bride should be 18 years or older during her marriage.",Orphan,Girl,Marriage,Gold,,,womenChild,female,GEN,all,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",any,emp,yes,Any,onlineViaCSC,Aadhaar Card; Voter ID; Income Certificate,,1000,yes,inkind,any,no
Telangana,Arogya Lakshmi,"ArogyaLaxmi is a program launched by the government of Telangana, a state in southern India, aimed at improving maternal and child health in the state. The program is designed to provide financial assistance to pregnant women and lactating mothers from economically weaker sections of society.",Arogya Lakshmi,Pregnat Women,Lactating Women,Children,Anganwadi Centers,,womenChild,female,GEN,all,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",no,any,no,Any,onlineViaCSC,Aadhaar Card; Voter ID; Income Certificate,,1000,yes,both,married,no
Chhattisgarh,Asangathit Karmakaar Silai Machine Sahayata Yojana,Asangathit Karmakaar Silai Machine Sahayata Yojana started by the Government of Chhattisgarh in 2012.,Sewing Machine,Empowerment,Business,,,,womenChild,female,GEN,all,0,any,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",yes,selfEmp,yes,Entrepreneur,online,Aadhaar Card; Voter ID; Income Certificate,,2012,no,cash,married,no
Punjab,Ashirwad,The Punjabi government has established the Punjab Ashirwad Scheme to offer financial support for a girl's marriage.,Financial Assistance,Social Welfare,Empowerment,Shagun,,,womenChild,female,GEN,all,0,yes,"Eligibility criteria for this scheme are unique and strictly based on the applicant’s occupation, economic status, and residency requirements. Please refer to the official guidelines for complete details.",no,any,yes,Unemployed,onlineViaCSC,Aadhaar Card; Voter ID; Income Certificate; Caste Certificate,,5000,no,both,single,no
Assam,Assam Orunodoi Scheme,"""Orunodoi"" or ""Arunodoi"" Scheme is a new scheme of the Government of Assam is launched on 2nd October 2020. Under ‘Orunodoi’, monetary  benefits has been envisaged for more than 24 lac poor household in the state",Female,Financial Assistance,DBT,Women,Household,,womenChild,female,GEN,all,0,yes,"Open to women entrepreneurs, self-help group members, widows, or single mothers; Applicants must provide income proof or a business plan in case of entrepreneurship schemes; Only state residents are eligible; Special preference will be given to women from economically weaker backgrounds and victims of domestic violence; Applicants availing similar benefits under another government initiative will not be considered.",no,any,no,Unemployed,online,Aadhaar Card; Voter ID; Income Certificate; Bank Passbook; Caste Certificate,,2020,yes,cash,any,no
Tamil Nadu,Assistance For Delivery / Miscarriage Of Pregnancy / Termination Of Pregnancy To Female Differently Abled Person,"The Government of Tamil Nadu introduced ""Assistance for Delivery/Miscarriage of Pregnancy/Termination of Pregnancy to Female Differently Abled Person.",Female,Delivery,Miscarriage,Pregnancy,Differently Abled Person,,womenChild,female,GEN,all,61,any,"Only individuals with a certified disability (40% or above) issued by a government medical board are eligible; Applicants must provide disability documents along with proof of residence; Income restrictions may apply depending on the scheme type; The scheme may offer financial aid, assistive devices, or vocational training for disabled individuals; Those already receiving disability pensions or benefits from another government program may not qualify.",no,emp,no,Any,onlineViaCSC,Disability Certificate; Caste Certificate,,5000,yes,cash,single,yes
